datetime,plotcode,A,B
2021-01-05 17:00:00,2A18M,1.917333333333333,2.540000000000001
2021-01-05 17:30:00,2A18M,1.8980000000000001,2.540000000000001
2021-01-05 13:00:00,2A19M,1.6163333333333332,2.33
2021-01-05 13:30:00,2A19M,1.6366666666666665,2.3296666666666663
2021-01-05 14:00:00,2A19M,1.6580000000000001,2.3296666666666668
2021-01-05 14:30:00,2A19M,1.6700000000000004,2.3296666666666668
2021-01-05 15:00:00,2A19M,1.6763333333333332,2.33
2021-01-05 15:30:00,2A19M,1.6849999999999994,2.33
2021-01-05 16:00:00,2A19M,1.6899999999999995,2.3306666666666658
2021-01-05 16:30:00,2A19M,1.6899999999999995,2.3390000000000004
2021-01-05 17:00:00,2A19M,1.6863333333333332,2.3400000000000007
2021-01-05 17:30:00,2A19M,1.6753333333333336,2.3400000000000007
2021-01-05 13:00:00,2A20M,0.9186666666666666,1.94
2021-01-05 13:30:00,2A20M,0.9573333333333331,1.9486666666666672
2021-01-05 14:00:00,2A20M,0.6,1.9580000000000002
2021-01-05 14:30:00,2A20M,0.8213333333333331,1.969
2021-01-05 15:00:00,2A20M,0.8699999999999999,1.9769999999999999
2021-01-05 15:30:00,2A20M,0.7926666666666667,1.981666666666667
2021-01-05 16:00:00,2A20M,0.6720000000000003,1.9900000000000004
2021-01-05 16:30:00,2A20M,0.4930000000000001,1.9900000000000004
2021-01-05 17:00:00,2A20M,0.4206666666666667,1.9920000000000004
2021-01-05 17:30:00,2A20M,0.5456666666666667,1.9903333333333333
2021-01-05 13:00:00,2A21M,1.7043333333333337,1.9799999999999995
2021-01-05 13:30:00,2A21M,1.720666666666666,1.9776666666666665
2021-01-05 14:00:00,2A21M,1.744,1.97
2021-01-05 14:30:00,2A21M,1.7596666666666665,1.97
2021-01-05 15:00:00,2A21M,1.7696666666666674,1.970333333333333
2021-01-05 15:30:00,2A21M,1.779666666666667,1.9789999999999992
2021-01-05 16:00:00,2A21M,1.788333333333333,1.9799999999999995
2021-01-05 16:30:00,2A21M,1.7899999999999998,1.9799999999999995
2021-01-05 17:00:00,2A21M,1.7899999999999998,1.9799999999999995
2021-01-05 17:30:00,2A21M,1.7806666666666673,1.9813333333333327
2021-01-05 13:00:00,2A22M,2.1713333333333336,2.8083333333333327
2021-01-05 13:30:00,2A22M,2.1836666666666664,2.799999999999999
2021-01-05 14:00:00,2A22M,2.1943333333333337,2.799999999999999
2021-01-05 14:30:00,2A22M,2.2000000000000006,2.799999999999999
2021-01-05 15:00:00,2A22M,2.2000000000000006,2.799999999999999
2021-01-05 15:30:00,2A22M,2.2056666666666667,2.799999999999999
2021-01-05 16:00:00,2A22M,2.21,2.799
